velx,vely,velz,accx,accy,accz
1.635323,-0.708023,0.148500,1.113169,-0.481953,0.101085
1.651431,-0.714997,0.149963,-0.567828,0.245845,-0.051563
1.603100,-0.694072,0.145574,-1.069734,0.463148,-0.097140
1.533073,-0.663753,0.139215,-1.222534,0.529304,-0.111016
1.458667,-0.631539,0.132458,-1.106744,0.479172,-0.100501
1.381171,-0.597987,0.125421,-1.190293,0.515345,-0.108088
1.295145,-0.560741,0.117609,-1.213058,0.525201,-0.110155
1.201564,-0.520224,0.109111,-1.224389,0.530107,-0.111184
1.142109,-0.494483,0.103713,-0.255294,0.110531,-0.023183
1.073932,-0.464965,0.097521,-1.288490,0.557859,-0.117005
0.941310,-0.407546,0.085478,-1.470491,0.636658,-0.133532
0.780169,-0.337779,0.070846,-1.387293,0.600637,-0.125977
0.565013,-0.244626,0.051308,-1.447227,0.626586,-0.131420
0.497410,-0.054169,0.124435,0.621598,1.359048,0.857120
0.643455,0.092527,0.240931,1.081902,0.155574,0.405100
0.816044,0.117345,0.305554,1.438250,0.206816,0.538529
0.973615,0.140003,0.364554,1.362774,0.195963,0.510268
1.102857,0.158588,0.412946,1.330223,0.191282,0.498080
1.211539,0.174216,0.453640,1.198198,0.172297,0.448645
1.307034,0.187948,0.489397,1.230648,0.176964,0.460796
1.395106,0.200612,0.522374,1.171285,0.168427,0.438568
1.473253,0.211849,0.551635,1.092203,0.157056,0.408957
1.548404,0.222656,0.579774,1.206472,0.173487,0.451743
1.619131,0.232826,0.606257,1.055679,0.151803,0.395281
1.693467,0.243515,0.634090,1.443118,0.207516,0.540351
1.761879,0.253353,0.659706,0.937738,0.134844,0.351120
1.815266,0.261030,0.679696,0.995428,0.143140,0.372721
1.870270,0.268939,0.700291,1.056666,0.151945,0.395651
1.917260,0.275696,0.717886,0.740409,0.106469,0.277234
1.955797,0.281238,0.732315,0.770472,0.110792,0.288490
1.995108,0.286891,0.747035,0.801756,0.115290,0.300204
2.014959,0.289745,0.754468,0.000000,-0.000000,0.000000
1.995108,0.286891,0.747035,-0.801756,-0.115290,-0.300204
1.955797,0.281238,0.732315,-0.770472,-0.110792,-0.288490
1.898559,0.273007,0.710884,-1.451495,-0.208721,-0.543488
1.833419,0.263640,0.686493,-1.015436,-0.146017,-0.380213
1.779498,0.255887,0.666303,-0.956586,-0.137554,-0.358178
1.727163,0.248361,0.646707,-0.901148,-0.129582,-0.337420
1.668193,0.239881,0.624627,-1.120624,-0.161142,-0.419599
1.603100,0.230521,0.600254,-1.034878,-0.148812,-0.387493
1.533073,0.220451,0.574034,-1.182699,-0.170069,-0.442842
1.451625,0.208739,0.543537,-1.271982,-0.182907,-0.476272
1.354426,0.194762,0.507142,-1.475096,-0.212114,-0.552325
1.250790,0.179860,0.468337,-1.257993,-0.180896,-0.471035
1.142541,0.164294,0.427805,-1.349447,-0.194046,-0.505278
1.017915,0.146373,0.381141,-1.357157,-0.195155,-0.508165
0.876740,0.126073,0.328281,-1.322217,-0.190131,-0.495082
0.698890,0.100498,0.261688,-1.423224,-0.204655,-0.532902
0.432857,0.062244,0.162076,-1.226999,-0.176439,-0.459429
0.000000,0.000000,0.000000,-1.471909,-0.211656,-0.551132
0.000000,0.000000,0.000000,-1.443390,0.000000,0.000000
-0.480755,-0.146273,-0.036613,-1.490186,-0.453401,-0.113488
-0.780553,-0.237489,-0.059444,-1.394511,-0.424291,-0.106202
-0.953669,-0.290161,-0.072628,-1.334527,-0.406040,-0.101633
-1.091738,-0.332170,-0.083143,-1.264832,-0.384835,-0.096326
-1.208233,-0.367614,-0.092015,-1.213741,-0.369290,-0.092435
-1.321427,-0.402054,-0.100636,-1.451813,-0.441725,-0.110566
-1.423022,-0.432966,-0.108373,-1.124090,-0.342013,-0.085607
-1.518345,-0.461968,-0.115632,-1.492379,-0.454068,-0.113655
-1.619532,-0.492755,-0.123339,-1.455985,-0.442995,-0.110883
-1.701723,-0.517763,-0.129598,-1.072386,-0.326282,-0.081670
-1.779850,-0.541533,-0.135548,-1.465956,-0.446029,-0.111643
-1.851753,-0.563410,-0.141024,-0.952578,-0.289829,-0.072545
-1.907863,-0.580482,-0.145297,-1.011181,-0.307660,-0.077008
-1.965673,-0.598071,-0.149700,-1.073389,-0.326587,-0.081746
-2.015059,-0.613098,-0.153461,-0.752126,-0.228840,-0.057280
-2.055562,-0.625421,-0.156545,-0.782665,-0.238132,-0.059605
-2.096879,-0.637992,-0.159692,-0.814445,-0.247801,-0.062026
-2.139026,-0.650815,-0.162902,-0.847514,-0.257863,-0.064544
-2.182020,-0.663897,-0.166176,-0.881927,-0.268333,-0.067165
-2.225879,-0.677241,-0.169516,-0.917737,-0.279229,-0.069892
-2.270619,-0.690854,-0.172923,-0.955001,-0.290566,-0.072730
-2.304678,-0.701216,-0.175517,-0.491981,-0.149689,-0.037468
-2.327725,-0.708228,-0.177272,-0.501870,-0.152698,-0.038221
-2.351002,-0.715311,-0.179045,-0.511958,-0.155767,-0.038989
-2.374512,-0.722464,-0.180835,-0.522248,-0.158898,-0.039773
-2.398257,-0.729688,-0.182644,-0.532745,-0.162092,-0.040572
-2.422240,-0.736985,-0.184470,-0.543453,-0.165350,-0.041388
-2.446462,-0.744355,-0.186315,-0.554377,-0.168673,-0.042220
-2.470927,-0.751799,-0.188178,-0.565520,-0.172064,-0.043068
-2.495636,-0.759317,-0.190060,-0.576887,-0.175522,-0.043934
-2.520592,-0.766910,-0.191960,-0.588482,-0.179050,-0.044817
-2.545798,-0.774579,-0.193880,-0.600311,-0.182649,-0.045718
-2.584176,-0.786256,-0.196803,-1.236970,-0.376358,-0.094204
-2.596969,-0.790148,-0.197777,0.624686,0.190065,0.047574
-2.571256,-0.782325,-0.195819,0.612377,0.186320,0.046637
-2.545798,-0.774579,-0.193880,0.600311,0.182649,0.045718
-2.520592,-0.766910,-0.191960,0.588482,0.179050,0.044817
-2.495636,-0.759317,-0.190060,0.576887,0.175522,0.043934
-2.470927,-0.751799,-0.188178,0.565520,0.172064,0.043068
-2.446462,-0.744355,-0.186315,0.554377,0.168673,0.042220
-2.422240,-0.736985,-0.184470,0.543453,0.165350,0.041388
-2.398257,-0.729688,-0.182644,0.532745,0.162092,0.040572
-2.374512,-0.722464,-0.180835,0.522248,0.158898,0.039773
-2.327955,-0.708299,-0.177290,1.505511,0.458063,0.114655
-2.270619,-0.690854,-0.172923,0.955001,0.290566,0.072730
-2.225879,-0.677241,-0.169516,0.917737,0.279229,0.069892
-2.182020,-0.663897,-0.166176,0.881927,0.268333,0.067165
-2.139026,-0.650815,-0.162902,0.847514,0.257863,0.064544
-2.096879,-0.637992,-0.159692,0.814445,0.247801,0.062026
-2.055562,-0.625421,-0.156545,0.782665,0.238132,0.059605
-1.995404,-0.607117,-0.151964,1.474466,0.448618,0.112291
-1.926941,-0.586287,-0.146750,1.031506,0.313844,0.078556
-1.870270,-0.569044,-0.142434,0.971725,0.295655,0.074004
-1.815266,-0.552309,-0.138245,0.915409,0.278520,0.069715
-1.753287,-0.533451,-0.133525,1.138359,0.346355,0.086694
-1.684875,-0.512636,-0.128315,1.051255,0.319853,0.080060
-1.611275,-0.490243,-0.122710,1.201417,0.365540,0.091496
-1.518345,-0.461968,-0.115632,1.492379,0.454068,0.113655
-1.423022,-0.432966,-0.108373,1.124090,0.342013,0.085607
-1.327738,-0.403975,-0.101116,1.303588,0.396627,0.099277
-1.215317,-0.369770,-0.092555,1.345402,0.409349,0.102462
-1.092496,-0.332400,-0.083201,1.281540,0.389919,0.097598
-0.951001,-0.289349,-0.072425,1.376586,0.418837,0.104837
-0.776144,-0.236148,-0.059109,1.373984,0.418045,0.104638
-0.480318,-0.146140,-0.036579,1.475181,0.448835,0.112345
0.000000,0.000000,0.000000,1.470833,0.447512,0.112014
0.000000,0.000000,0.000000,0.704266,0.000000,0.000000
0.194246,0.413412,-0.156648,0.682841,1.453288,-0.550671
0.314699,0.669773,-0.253786,0.678845,1.444784,-0.547449
0.386156,0.821855,-0.311412,0.617415,1.314043,-0.497909
0.443442,0.943777,-0.357610,0.636402,1.354453,-0.513221
0.497369,1.058549,-0.401099,0.709115,1.509208,-0.571860
0.544274,1.158378,-0.438925,0.579841,1.234074,-0.467608
0.581674,1.237977,-0.469086,0.536963,1.142817,-0.433029
0.614311,1.307437,-0.495406,0.499272,1.062601,-0.402634
0.643551,1.369670,-0.518987,0.478044,1.017420,-0.385514
0.673043,1.432437,-0.542770,0.556051,1.183442,-0.448423
0.707305,1.505356,-0.570400,0.704755,1.499928,-0.568343
0.738791,1.572367,-0.595792,0.501364,1.067053,-0.404321
0.763723,1.625429,-0.615898,0.494948,1.053397,-0.399147
0.787656,1.676368,-0.635199,0.492737,1.048690,-0.397363
0.807446,1.718485,-0.651158,0.345262,0.734820,-0.278433
0.803488,1.710063,-0.647966,-0.512744,-1.091271,0.413498
0.779858,1.659770,-0.628910,-0.483028,-1.028027,0.389534
0.756922,1.610956,-0.610414,-0.455034,-0.968448,0.366958
0.734661,1.563578,-0.592461,-0.428663,-0.912322,0.345691
0.709578,1.510193,-0.572233,-0.533064,-1.134520,0.429885
0.681890,1.451266,-0.549905,-0.492276,-1.047710,0.396992
0.653096,1.389983,-0.526684,-0.529018,-1.125908,0.426622
0.617348,1.313901,-0.497855,-0.673607,-1.433636,0.543225
0.592028,1.260012,-0.477436,-0.151199,-0.321796,0.121933
0.567475,1.207755,-0.457635,-0.595988,-1.268441,0.480630
0.526281,1.120082,-0.424415,-0.599572,-1.276067,0.483520
0.480183,1.021973,-0.387240,-0.628595,-1.337838,0.506925
0.428341,0.911638,-0.345432,-0.617278,-1.313751,0.497798
0.394746,0.840137,-0.318339,-0.134691,-0.286663,0.108620
0.373235,0.794356,-0.300992,-0.299465,-0.637350,0.241501
0.316068,0.672688,-0.254891,-0.695211,-1.479617,0.560647
0.193776,0.412413,-0.156269,-0.685631,-1.459227,0.552921
0.000000,0.000000,0.000000,-0.686333,-1.460721,0.553487
0.000000,0.000000,0.000000,1.502943,0.000000,0.000000
0.448508,-0.049339,0.219949,1.488288,-0.163722,0.729859
0.722609,-0.079492,0.354368,1.373008,-0.151041,0.673326
0.882806,-0.097115,0.432930,1.345917,-0.148060,0.660040
1.020520,-0.112264,0.500465,1.466646,-0.161341,0.719246
1.139003,-0.125298,0.558569,1.271515,-0.139876,0.623553
1.234989,-0.135857,0.605640,1.180216,-0.129832,0.578780
1.319805,-0.145188,0.647234,1.156547,-0.127228,0.567173
1.398491,-0.153844,0.685822,1.151942,-0.126722,0.564914
1.473253,-0.162068,0.722486,1.166530,-0.128326,0.572068
1.540548,-0.169471,0.755487,1.020729,-0.112287,0.500567
1.603100,-0.176352,0.786163,1.105303,-0.121591,0.542042
1.659770,-0.182586,0.813954,0.888827,-0.097777,0.435882
1.710063,-0.188119,0.838618,0.943508,-0.103792,0.462698
1.761879,-0.193819,0.864028,1.001553,-0.110178,0.491163
1.815266,-0.199692,0.890209,1.063168,-0.116956,0.521380
1.860873,-0.204709,0.912575,0.744965,-0.081951,0.365332
1.898277,-0.208824,0.930918,0.775213,-0.085279,0.380166
1.936432,-0.213021,0.949630,0.806690,-0.088742,0.395602
1.975355,-0.217303,0.968717,0.839445,-0.092345,0.411665
2.015059,-0.221671,0.988188,0.873529,-0.096094,0.428380
2.055562,-0.226126,1.008051,0.908998,-0.099996,0.445774
2.096879,-0.230671,1.028313,0.945907,-0.104056,0.463874
2.139026,-0.235308,1.048982,0.984315,-0.108282,0.482710
2.171111,-0.238837,1.064716,0.507083,-0.055783,0.248674
2.192822,-0.241226,1.075363,0.517275,-0.056904,0.253673
2.214750,-0.243638,1.086117,0.527672,-0.058048,0.258771
2.236898,-0.246074,1.096978,0.538279,-0.059214,0.263973
2.259267,-0.248535,1.107948,0.549098,-0.060405,0.269279
2.259267,-0.248535,1.107948,-0.549098,0.060405,-0.269279
2.236898,-0.246074,1.096978,-0.538279,0.059214,-0.263973
2.214750,-0.243638,1.086117,-0.527672,0.058048,-0.258771
2.192822,-0.241226,1.075363,-0.517275,0.056904,-0.253673
2.149827,-0.236496,1.054279,-1.491176,0.164040,-0.731275
2.096879,-0.230671,1.028313,-0.945907,0.104056,-0.463874
2.055562,-0.226126,1.008051,-0.908998,0.099996,-0.445774
2.015059,-0.221671,0.988188,-0.873529,0.096094,-0.428380
1.975355,-0.217303,0.968717,-0.839445,0.092345,-0.411665
1.936432,-0.213021,0.949630,-0.806690,0.088742,-0.395602
1.898277,-0.208824,0.930918,-0.775213,0.085279,-0.380166
1.860873,-0.204709,0.912575,-0.744965,0.081951,-0.365332
1.815266,-0.199692,0.890209,-1.063168,0.116956,-0.521380
1.761879,-0.193819,0.864028,-1.001553,0.110178,-0.491163
1.710063,-0.188119,0.838618,-0.943508,0.103792,-0.462698
1.643662,-0.180814,0.806055,-1.451998,0.159730,-0.712062
1.571513,-0.172877,0.770673,-1.062175,0.116847,-0.520892
1.502866,-0.165326,0.737008,-1.213895,0.133537,-0.595296
1.429925,-0.157302,0.701238,-1.098924,0.120889,-0.538914
1.356113,-0.149182,0.665040,-1.120691,0.123284,-0.549589
1.264877,-0.139145,0.620298,-1.446712,0.159148,-0.709470
1.160512,-0.127664,0.569117,-1.286756,0.141552,-0.631027
1.052109,-0.115739,0.515956,-1.293509,0.142295,-0.634339
0.928832,-0.102178,0.455501,-1.323862,0.145634,-0.649224
0.782079,-0.086034,0.383533,-1.346939,0.148173,-0.660541
0.583987,-0.064243,0.286388,-1.424699,0.156727,-0.698675
0.523630,0.071383,0.245510,0.689642,1.478341,0.202299
0.580244,0.193866,0.262019,-0.009285,-0.003102,-0.004193
0.408634,0.136529,0.184526,-1.484853,-0.496106,-0.670511
0.000000,0.000000,0.000000,-1.454905,-0.486100,-0.656987
0.000000,0.000000,0.000000,-1.468132,0.000000,0.000000
-0.454172,-0.149352,-0.110770,-1.497602,-0.492477,-0.365255
-0.737521,-0.242529,-0.179877,-1.425173,-0.468660,-0.347590
-0.901563,-0.296474,-0.219885,-1.332445,-0.438166,-0.324974
-1.031770,-0.339291,-0.251642,-1.287542,-0.423400,-0.314023
-1.152165,-0.378883,-0.281006,-1.471426,-0.483870,-0.358871
-1.256795,-0.413289,-0.306524,-1.155345,-0.379928,-0.281781
-1.340551,-0.440832,-0.326952,-1.127169,-0.370663,-0.274909
-1.430350,-0.470362,-0.348853,-1.496467,-0.492104,-0.364979
-1.525672,-0.501708,-0.372101,-1.459973,-0.480103,-0.356078
-1.603100,-0.527170,-0.390986,-1.075323,-0.353614,-0.262264
-1.676700,-0.551373,-0.408936,-1.469972,-0.483392,-0.358517
-1.744435,-0.573647,-0.425456,-0.955188,-0.314108,-0.232964
-1.797293,-0.591029,-0.438348,-1.013951,-0.333432,-0.247296
-1.851753,-0.608938,-0.451630,-1.076329,-0.353944,-0.262510
-1.898277,-0.624237,-0.462977,-0.754186,-0.248010,-0.183941
-1.936432,-0.636784,-0.472283,-0.784809,-0.258080,-0.191410
-1.975355,-0.649583,-0.481776,-0.816676,-0.268559,-0.199182
-2.015059,-0.662640,-0.491460,-0.849836,-0.279464,-0.207269
-2.055562,-0.675959,-0.501338,-0.884343,-0.290811,-0.215685
-2.096879,-0.689546,-0.511415,-0.920251,-0.302619,-0.224443
-2.139026,-0.703406,-0.521694,-0.957617,-0.314906,-0.233556
-2.193039,-0.721168,-0.534868,-1.509635,-0.496434,-0.368190
-2.236898,-0.735590,-0.545565,-0.523679,-0.172209,-0.127722
-2.259267,-0.742946,-0.551020,-0.534205,-0.175670,-0.130289
-2.281859,-0.750376,-0.556530,-0.544942,-0.179201,-0.132908
-2.304678,-0.757879,-0.562096,-0.555895,-0.182803,-0.135579
-2.327725,-0.765458,-0.567717,-0.567069,-0.186477,-0.138304
-2.351002,-0.773113,-0.573394,-0.578467,-0.190225,-0.141084
-2.374512,-0.780844,-0.579128,-0.590094,-0.194049,-0.143920
-2.398257,-0.788652,-0.584919,-0.601955,-0.197949,-0.146813
-2.422240,-0.796539,-0.590768,-0.614054,-0.201928,-0.149764
-2.446462,-0.804504,-0.596676,-0.626397,-0.205987,-0.152774
-2.470927,-0.812549,-0.602643,-0.638987,-0.210127,-0.155845
-2.470927,-0.812549,-0.602643,0.638987,0.210127,0.155845
-2.446462,-0.804504,-0.596676,0.626397,0.205987,0.152774
-2.422240,-0.796539,-0.590768,0.614054,0.201928,0.149764
-2.398257,-0.788652,-0.584919,0.601955,0.197949,0.146813
-2.374512,-0.780844,-0.579128,0.590094,0.194049,0.143920
-2.351002,-0.773113,-0.573394,0.578467,0.190225,0.141084
-2.327725,-0.765458,-0.567717,0.567069,0.186477,0.138304
-2.304678,-0.757879,-0.562096,0.555895,0.182803,0.135579
-2.281859,-0.750376,-0.556530,0.544942,0.179201,0.132908
-2.259267,-0.742946,-0.551020,0.534205,0.175670,0.130289
-2.236898,-0.735590,-0.545565,0.523679,0.172209,0.127722
-2.214750,-0.728307,-0.540163,0.513360,0.168815,0.125205
-2.192822,-0.721096,-0.534815,0.503245,0.165489,0.122738
-2.160416,-0.710440,-0.526911,0.976865,0.321236,0.238251
-2.117847,-0.696441,-0.516529,0.938748,0.308702,0.228954
-2.076117,-0.682719,-0.506351,0.902118,0.296656,0.220021
-2.035210,-0.669266,-0.496374,0.866918,0.285081,0.211436
-1.995108,-0.656079,-0.486594,0.833091,0.273957,0.203185
-1.955797,-0.643152,-0.477006,0.800584,0.263267,0.195257
-1.917260,-0.630479,-0.467607,0.769346,0.252995,0.187638
-1.870270,-0.615027,-0.456147,1.097964,0.361059,0.267786
-1.815266,-0.596939,-0.442731,1.034331,0.340134,0.252267
-1.761879,-0.579383,-0.429711,0.974387,0.320421,0.237647
-1.710063,-0.562344,-0.417073,0.917917,0.301851,0.223874
-1.651676,-0.543144,-0.402833,1.141477,0.375368,0.278399
-1.587228,-0.521950,-0.387114,1.054135,0.346646,0.257097
-1.517894,-0.499150,-0.370204,1.204708,0.396161,0.293820
-1.430350,-0.470362,-0.348853,1.496467,0.492104,0.364979
-1.340551,-0.440832,-0.326952,1.127169,0.370663,0.274909
-1.250790,-0.411315,-0.305059,1.307159,0.429851,0.318807
-1.149592,-0.378037,-0.280378,1.241529,0.408269,0.302801
-1.039008,-0.341672,-0.253407,1.288538,0.423728,0.314266
-0.901419,-0.296426,-0.219850,1.476295,0.485471,0.360059
-0.732251,-0.240796,-0.178591,1.376059,0.452509,0.335612
-0.454401,-0.149427,-0.110825,1.485420,0.488471,0.362284
0.000000,0.000000,0.000000,1.502759,0.494173,0.366513
0.000000,0.000000,0.000000,0.704321,0.000000,0.000000
0.194262,0.413396,-0.156664,0.682919,1.453274,-0.550743
0.314729,0.669754,-0.253814,0.678951,1.444828,-0.547542
0.386195,0.821835,-0.311448,0.617496,1.314051,-0.497982
0.443486,0.943753,-0.357651,0.636475,1.354440,-0.513288
0.497422,1.058529,-0.401148,0.709320,1.509455,-0.572034
0.544339,1.158372,-0.438985,0.580024,1.234310,-0.467763
0.581747,1.237977,-0.469152,0.537060,1.142881,-0.433114
0.614388,1.307437,-0.495476,0.499363,1.062660,-0.402713
0.643627,1.369660,-0.519056,0.477966,1.017127,-0.385457
0.673123,1.432427,-0.542842,0.556316,1.183858,-0.448643
0.707388,1.505345,-0.570476,0.704676,1.499573,-0.568289
0.738872,1.572344,-0.595866,0.501437,1.067074,-0.404386
0.763813,1.625417,-0.615980,0.495262,1.053933,-0.399406
0.787755,1.676368,-0.635288,0.492826,1.048749,-0.397441
0.807547,1.718485,-0.651249,0.345324,0.734861,-0.278488
0.803589,1.710063,-0.648057,-0.512837,-1.091333,0.413579
0.779955,1.659770,-0.628998,-0.483115,-1.028085,0.389610
0.757017,1.610956,-0.610499,-0.455116,-0.968502,0.367030
0.734753,1.563578,-0.592545,-0.428740,-0.912373,0.345759
0.709667,1.510193,-0.572313,-0.533161,-1.134583,0.429970
0.681976,1.451266,-0.549982,-0.492365,-1.047769,0.397070
0.653172,1.389970,-0.526753,-0.529319,-1.126408,0.426872
0.617414,1.313876,-0.497916,-0.673695,-1.433645,0.543304
0.592097,1.260000,-0.477499,-0.151054,-0.321448,0.121818
0.567546,1.207755,-0.457699,-0.596096,-1.268512,0.480724
0.526344,1.120077,-0.424472,-0.599743,-1.276272,0.483665
0.480237,1.021960,-0.387289,-0.628736,-1.337969,0.507046
0.428385,0.911618,-0.345473,-0.617416,-1.313881,0.497918
0.394783,0.840110,-0.318374,-0.134740,-0.286730,0.108661
0.373273,0.794336,-0.301027,-0.299426,-0.637187,0.241473
0.316101,0.672673,-0.254921,-0.695355,-1.479737,0.560771
0.193793,0.412397,-0.156285,-0.685709,-1.459211,0.552993
0.000000,0.000000,0.000000,-0.686387,-1.460654,0.553540
0.000000,0.000000,0.000000,1.450450,0.000000,0.000000
0.451934,-0.041875,0.175694,1.355085,-0.125559,0.526804
0.730628,-0.067698,0.284039,1.385629,-0.128389,0.538678
0.904923,-0.083848,0.351798,1.356171,-0.125659,0.527226
1.045940,-0.096914,0.406620,1.327664,-0.123018,0.516144
1.165184,-0.107963,0.452977,1.255201,-0.116304,0.487973
1.266714,-0.117370,0.492449,1.169551,-0.108368,0.454675
1.360929,-0.126100,0.529075,1.271206,-0.117787,0.494195
1.451625,-0.134504,0.564335,1.240205,-0.114914,0.482143
1.533073,-0.142051,0.595998,1.153152,-0.106848,0.448300
1.603100,-0.148539,0.623222,1.009024,-0.093494,0.392269
1.668193,-0.154570,0.648527,1.092628,-0.101240,0.424771
1.744780,-0.161667,0.678302,1.493628,-0.138396,0.580664
1.815266,-0.168198,0.705704,0.970559,-0.089929,0.377315
1.870270,-0.173294,0.727087,1.030268,-0.095462,0.400528
1.926941,-0.178545,0.749119,1.093650,-0.101335,0.425168
1.975355,-0.183031,0.767940,0.766323,-0.071006,0.297916
2.015059,-0.186710,0.783375,0.797439,-0.073889,0.310013
2.055562,-0.190463,0.799121,0.829818,-0.076889,0.322601
2.096879,-0.194291,0.815184,0.863512,-0.080011,0.335699
2.139026,-0.198197,0.831569,0.898574,-0.083260,0.349330
2.182020,-0.202180,0.848283,0.935060,-0.086640,0.363514
2.237119,-0.207286,0.869704,1.474075,-0.136584,0.573062
2.281859,-0.211431,0.887097,0.511343,-0.047380,0.198790
2.304678,-0.213545,0.895968,0.521621,-0.048332,0.202786
2.327725,-0.215681,0.904927,0.532106,-0.049304,0.206862
2.316259,-0.214618,0.900470,-1.053649,0.097628,-0.409617
2.281859,-0.211431,0.887097,-0.511343,0.047380,-0.198790
2.259267,-0.209338,0.878314,-0.501268,0.046446,-0.194873
2.236898,-0.207265,0.869618,-0.491391,0.045531,-0.191033
2.203841,-0.204202,0.856766,-0.953855,0.088382,-0.370821
2.160416,-0.200179,0.839885,-0.916636,0.084933,-0.356352
2.117847,-0.196234,0.823336,-0.880869,0.081619,-0.342447
2.076117,-0.192368,0.807113,-0.846498,0.078434,-0.329085
2.035210,-0.188577,0.791209,-0.813468,0.075374,-0.316244
1.995108,-0.184862,0.775619,-0.781726,0.072433,-0.303904
1.955797,-0.181219,0.760337,-0.751224,0.069606,-0.292046
1.907863,-0.176778,0.741702,-1.072101,0.099338,-0.416791
1.851753,-0.171579,0.719888,-1.009968,0.093581,-0.392636
1.797293,-0.166532,0.698717,-0.951435,0.088158,-0.369881
1.744435,-0.161635,0.678167,-0.896295,0.083048,-0.348444
1.684875,-0.156116,0.655013,-1.114590,0.103275,-0.433309
1.619131,-0.150024,0.629454,-1.029305,0.095373,-0.400153
1.548404,-0.143471,0.601958,-1.176331,0.108996,-0.457311
1.466141,-0.135849,0.569978,-1.265133,0.117224,-0.491834
1.381171,-0.127976,0.536945,-1.122741,0.104030,-0.436478
1.294877,-0.119980,0.503397,-1.150806,0.106631,-0.447388
1.195820,-0.110802,0.464888,-1.271591,0.117822,-0.494345
1.080453,-0.100112,0.420037,-1.305066,0.120924,-0.507358
0.949061,-0.087938,0.368958,-1.304304,0.120853,-0.507062
0.786568,-0.072881,0.305787,-1.416225,0.131224,-0.550573
0.610065,-0.056527,0.237169,-0.992528,0.091965,-0.385856
0.358731,-0.012203,0.142658,-1.450698,0.316806,-0.536255
0.000000,0.000000,0.000000,-1.424422,-0.181112,-0.601343
0.000000,0.000000,0.000000,-1.507534,0.000000,0.000000
-0.461137,-0.151640,-0.075202,-1.451780,-0.477401,-0.236756
-0.747984,-0.245966,-0.121981,-1.470000,-0.483392,-0.239727
-0.922697,-0.303418,-0.150473,-1.388466,-0.456581,-0.226431
-1.057898,-0.347877,-0.172522,-1.271317,-0.418058,-0.207326
-1.171494,-0.385232,-0.191047,-1.262706,-0.415226,-0.205922
-1.275930,-0.419575,-0.208078,-1.301064,-0.427840,-0.212177
-1.367496,-0.449685,-0.223011,-1.121914,-0.368928,-0.182961
-1.459100,-0.479808,-0.237950,-1.489490,-0.489801,-0.242906
-1.548404,-0.509174,-0.252513,-1.199091,-0.394307,-0.195547
-1.619131,-0.532432,-0.264047,-1.049220,-0.345024,-0.171107
-1.684875,-0.554051,-0.274769,-1.136155,-0.373611,-0.185284
-1.744435,-0.573637,-0.284482,-0.913637,-0.300439,-0.148996
-1.797293,-0.591019,-0.293102,-0.969844,-0.318922,-0.158162
-1.851753,-0.608927,-0.301983,-1.029509,-0.338542,-0.167892
-1.917544,-0.630562,-0.312713,-1.471612,-0.483922,-0.239990
-1.975355,-0.649572,-0.322140,-0.781150,-0.256872,-0.127390
-2.015059,-0.662629,-0.328615,-0.812868,-0.267302,-0.132562
-2.055562,-0.675947,-0.335220,-0.845874,-0.278156,-0.137945
-2.096879,-0.689534,-0.341958,-0.880220,-0.289450,-0.143546
-2.139026,-0.703394,-0.348832,-0.915960,-0.301203,-0.149375
-2.182020,-0.717532,-0.355843,-0.953152,-0.313433,-0.155440
-2.237119,-0.735650,-0.364829,-1.502596,-0.494111,-0.245043
-2.281859,-0.750363,-0.372125,-0.521237,-0.171403,-0.085003
-2.304678,-0.757866,-0.375846,-0.531714,-0.174848,-0.086712
-2.327725,-0.765445,-0.379605,-0.542401,-0.178362,-0.088455
-2.351002,-0.773099,-0.383401,-0.553304,-0.181947,-0.090233
-2.374512,-0.780830,-0.387235,-0.564425,-0.185604,-0.092046
-2.398257,-0.788639,-0.391107,-0.575770,-0.189335,-0.093896
-2.422240,-0.796525,-0.395018,-0.587343,-0.193141,-0.095784
-2.446462,-0.804490,-0.398968,-0.599148,-0.197023,-0.097709
-2.470927,-0.812535,-0.402958,-0.611191,-0.200983,-0.099673
-2.470927,-0.812535,-0.402958,0.611191,0.200983,0.099673
-2.446462,-0.804490,-0.398968,0.599148,0.197023,0.097709
-2.422240,-0.796525,-0.395018,0.587343,0.193141,0.095784
-2.398257,-0.788639,-0.391107,0.575770,0.189335,0.093896
-2.374512,-0.780830,-0.387235,0.564425,0.185604,0.092046
-2.351002,-0.773099,-0.383401,0.553304,0.181947,0.090233
-2.327725,-0.765445,-0.379605,0.542401,0.178362,0.088455
-2.304678,-0.757866,-0.375846,0.531714,0.174848,0.086712
-2.281859,-0.750363,-0.372125,0.521237,0.171403,0.085003
-2.259267,-0.742933,-0.368441,0.510967,0.168025,0.083328
-2.236898,-0.735577,-0.364793,0.500898,0.164715,0.081686
-2.214750,-0.728295,-0.361181,0.491029,0.161469,0.080077
-2.182020,-0.717532,-0.355843,0.953152,0.313433,0.155440
-2.139026,-0.703394,-0.348832,0.915960,0.301203,0.149375
-2.096879,-0.689534,-0.341958,0.880220,0.289450,0.143546
-2.055562,-0.675947,-0.335220,0.845874,0.278156,0.137945
-2.015059,-0.662629,-0.328615,0.812868,0.267302,0.132562
-1.975355,-0.649572,-0.322140,0.781150,0.256872,0.127390
-1.936432,-0.636773,-0.315793,0.750670,0.246849,0.122419
