velx,vely,velz,accx,accy,accz
-1.744435,-0.715053,-0.425436,1.010556,0.414232,0.246456
-1.693131,-0.694024,-0.412924,0.951989,0.390226,0.232173
-1.643337,-0.673613,-0.400780,0.896817,0.367610,0.218717
-1.587228,-0.650613,-0.387096,1.115239,0.457142,0.271986
-1.525295,-0.625227,-0.371992,1.029904,0.422163,0.251175
-1.458667,-0.597915,-0.355742,1.177015,0.482465,0.287053
-1.381171,-0.566150,-0.336842,1.265869,0.518887,0.308722
-1.294877,-0.530777,-0.315797,1.297512,0.531857,0.316439
-1.200588,-0.492128,-0.292801,1.312751,0.538104,0.320156
-1.099275,-0.450599,-0.268093,1.271841,0.521335,0.310179
-0.991545,-0.406440,-0.241820,1.223725,0.501611,0.298444
-0.866454,-0.355164,-0.211312,1.330923,0.545553,0.324588
-0.709042,-0.290640,-0.172922,1.366532,0.560149,0.333272
-0.438299,-0.179661,-0.106893,1.472984,0.603784,0.359234
0.000000,0.000000,0.000000,1.452947,0.595571,0.354347
0.000000,0.000000,0.000000,0.704312,0.000000,0.000000
0.194259,0.413405,-0.156658,0.682897,1.453282,-0.550714
0.314722,0.669764,-0.253804,0.678914,1.444805,-0.547501
0.386185,0.821846,-0.311434,0.617471,1.314047,-0.497951
0.443476,0.943766,-0.357635,0.636455,1.354447,-0.513261
0.497408,1.058540,-0.401128,0.709230,1.509322,-0.571950
0.544321,1.158375,-0.438960,0.579942,1.234182,-0.467687
0.581725,1.237977,-0.469125,0.537024,1.142847,-0.433076
0.614365,1.307437,-0.495447,0.499329,1.062628,-0.402677
0.643606,1.369665,-0.519028,0.478022,1.017285,-0.385495
0.673100,1.432432,-0.542813,0.556189,1.183633,-0.448532
0.707365,1.505351,-0.570445,0.704740,1.499765,-0.568328
0.738851,1.572357,-0.595837,0.501413,1.067063,-0.404358
0.763787,1.625424,-0.615946,0.495107,1.053643,-0.399273
0.787725,1.676368,-0.635251,0.492792,1.048717,-0.397406
0.807516,1.718485,-0.651211,0.345301,0.734839,-0.278463
0.803559,1.710063,-0.648020,-0.512802,-1.091299,0.413542
0.779926,1.659770,-0.628961,-0.483082,-1.028053,0.389576
0.756989,1.610956,-0.610464,-0.455086,-0.968473,0.366998
0.734726,1.563578,-0.592510,-0.428711,-0.912345,0.345729
0.709640,1.510193,-0.572280,-0.533125,-1.134549,0.429932
0.681950,1.451266,-0.549950,-0.492332,-1.047737,0.397035
0.653150,1.389977,-0.526725,-0.529172,-1.126138,0.426744
0.617397,1.313889,-0.497892,-0.673668,-1.433640,0.543271
0.592077,1.260007,-0.477473,-0.151137,-0.321636,0.121882
0.567524,1.207755,-0.457673,-0.596056,-1.268473,0.480682
0.526326,1.120080,-0.424449,-0.599668,-1.276161,0.483595
0.480222,1.021967,-0.387269,-0.628678,-1.337898,0.506990
0.428374,0.911629,-0.345457,-0.617360,-1.313811,0.497862
0.394775,0.840125,-0.318361,-0.134717,-0.286694,0.108641
0.373264,0.794347,-0.301014,-0.299456,-0.637276,0.241492
0.316093,0.672681,-0.254909,-0.695298,-1.479672,0.560714
0.193790,0.412406,-0.156279,-0.685688,-1.459220,0.552964
0.000000,0.000000,0.000000,-0.686379,-1.460690,0.553521
0.000000,0.000000,0.000000,1.509460,0.000000,0.000000
0.483400,0.004552,0.188079,1.506348,0.014185,0.586084
0.786183,0.007403,0.305885,1.492648,0.014056,0.580753
0.969396,0.009129,0.377169,1.455955,0.013710,0.566477
1.119496,0.010542,0.435569,1.459912,0.013748,0.568017
1.244844,0.011722,0.484339,1.300818,0.012250,0.506117
1.347454,0.012689,0.524262,1.186666,0.011175,0.461703
1.437252,0.013534,0.559200,1.157727,0.010902,0.450444
1.517894,0.014294,0.590576,1.076464,0.010137,0.418826
1.595322,0.015023,0.620702,1.189086,0.011197,0.462645
1.668193,0.015709,0.649054,1.040466,0.009798,0.404820
1.735928,0.016347,0.675408,1.126675,0.010610,0.438362
1.797293,0.016925,0.699284,0.906014,0.008532,0.352508
1.851753,0.017438,0.720473,0.961752,0.009057,0.374194
1.907863,0.017966,0.742304,1.020919,0.009614,0.397215
1.975648,0.018604,0.768677,1.459333,0.013742,0.567792
2.035210,0.019165,0.791851,0.774632,0.007295,0.301391
2.076117,0.019550,0.807768,0.806086,0.007591,0.313629
2.117847,0.019943,0.824004,0.838816,0.007899,0.326363
2.160416,0.020344,0.840566,0.872875,0.008220,0.339615
2.203841,0.020753,0.857461,0.908317,0.008553,0.353405
2.248138,0.021170,0.874696,0.945199,0.008901,0.367754
2.304906,0.021705,0.896784,1.490059,0.014032,0.579746
2.351002,0.022139,0.914718,0.516888,0.004867,0.201109
2.374512,0.022360,0.923866,0.527277,0.004965,0.205151
2.398257,0.022584,0.933104,0.537876,0.005065,0.209274
2.386444,0.022473,0.928508,-1.065074,-0.010030,-0.414395
2.351002,0.022139,0.914718,-0.516888,-0.004867,-0.201109
2.304906,0.021705,0.896784,-1.490059,-0.014032,-0.579746
2.248138,0.021170,0.874696,-0.945199,-0.008901,-0.367754
2.203841,0.020753,0.857461,-0.908317,-0.008553,-0.353405
2.160416,0.020344,0.840566,-0.872875,-0.008220,-0.339615
2.117847,0.019943,0.824004,-0.838816,-0.007899,-0.326363
2.076117,0.019550,0.807768,-0.806086,-0.007591,-0.313629
2.035210,0.019165,0.791851,-0.774632,-0.007295,-0.301391
1.995108,0.018788,0.776249,-0.744407,-0.007010,-0.289631
1.946211,0.018327,0.757224,-1.062372,-0.010004,-0.413344
1.888973,0.017788,0.734954,-1.000803,-0.009424,-0.389388
1.833419,0.017265,0.713339,-0.942801,-0.008878,-0.366821
1.762228,0.016595,0.685641,-1.450911,-0.013663,-0.564514
1.684875,0.015866,0.655544,-1.061379,-0.009995,-0.412957
1.611275,0.015173,0.626909,-1.212986,-0.011422,-0.471944
1.518345,0.014298,0.590752,-1.506751,-0.014189,-0.586241
1.423022,0.013400,0.553664,-1.134915,-0.010687,-0.441568
1.321427,0.012444,0.514135,-1.465794,-0.013803,-0.570305
1.208233,0.011378,0.470095,-1.225429,-0.011540,-0.476785
1.089676,0.010261,0.423967,-1.316379,-0.012396,-0.512172
0.948399,0.008931,0.368999,-1.359901,-0.012806,-0.529105
0.776695,0.007314,0.302193,-1.365103,-0.012855,-0.531129
0.481757,0.004537,0.187440,-1.499090,-0.014117,-0.583260
0.000000,0.000000,0.000000,-1.492069,-0.014051,-0.580528
0.000000,0.000000,0.000000,-1.453484,0.000000,0.000000
-0.450631,-0.184725,-0.073500,-1.470977,-0.602990,-0.239925
-0.736832,-0.302046,-0.120181,-1.498415,-0.614238,-0.244400
-0.905531,-0.371200,-0.147697,-1.330593,-0.545443,-0.217027
-1.034864,-0.424217,-0.168792,-1.281543,-0.525337,-0.209027
-1.148675,-0.470871,-0.187355,-1.320016,-0.541108,-0.215302
-1.258489,-0.515886,-0.205267,-1.454953,-0.596422,-0.237311
-1.353957,-0.555021,-0.220838,-1.149813,-0.471337,-0.187541
-1.429925,-0.586162,-0.233229,-1.069105,-0.438253,-0.174377
-1.502866,-0.616062,-0.245126,-1.180957,-0.484104,-0.192621
-1.571513,-0.644203,-0.256323,-1.033353,-0.423597,-0.168546
-1.635323,-0.670360,-0.266730,-1.118973,-0.458695,-0.182511
-1.693131,-0.694057,-0.276159,-0.899820,-0.368859,-0.146766
-1.744435,-0.715088,-0.284527,-0.955177,-0.391551,-0.155795
-1.797293,-0.736755,-0.293149,-1.013940,-0.415639,-0.165379
-1.851753,-0.759080,-0.302031,-1.076317,-0.441209,-0.175553
-1.898277,-0.778151,-0.309620,-0.754178,-0.309156,-0.123011
-1.936432,-0.793792,-0.315843,-0.784801,-0.321709,-0.128005
-1.975355,-0.809747,-0.322191,-0.816667,-0.334772,-0.133203
-2.015059,-0.826023,-0.328667,-0.849827,-0.348365,-0.138611
-2.055562,-0.842626,-0.335274,-0.884333,-0.362510,-0.144240
-2.096879,-0.859563,-0.342013,-0.920240,-0.377230,-0.150096
-2.139026,-0.876840,-0.348887,-0.957606,-0.392547,-0.156191
-2.171111,-0.889993,-0.354120,-0.493323,-0.202226,-0.080464
-2.192822,-0.898893,-0.357662,-0.503239,-0.206290,-0.082081
-2.214750,-0.907882,-0.361238,-0.513354,-0.210437,-0.083731
-2.236898,-0.916960,-0.364851,-0.523673,-0.214667,-0.085414
-2.259267,-0.926130,-0.368499,-0.534198,-0.218981,-0.087131
-2.281859,-0.935391,-0.372184,-0.544936,-0.223383,-0.088882
-2.304678,-0.944745,-0.375906,-0.555889,-0.227873,-0.090669
-2.327725,-0.954193,-0.379665,-0.567062,-0.232453,-0.092491
-2.351002,-0.963735,-0.383462,-0.578460,-0.237125,-0.094350
-2.374512,-0.973372,-0.387296,-0.590087,-0.241892,-0.096247
-2.398257,-0.983106,-0.391169,-0.601948,-0.246754,-0.098181
-2.422240,-0.992937,-0.395081,-0.614047,-0.251713,-0.100155
-2.446462,-1.002866,-0.399032,-0.626390,-0.256773,-0.102168
-2.446462,-1.002866,-0.399032,0.626390,0.256773,0.102168
-2.422240,-0.992937,-0.395081,0.614047,0.251713,0.100155
-2.398257,-0.983106,-0.391169,0.601948,0.246754,0.098181
-2.374512,-0.973372,-0.387296,0.590087,0.241892,0.096247
-2.351002,-0.963735,-0.383462,0.578460,0.237125,0.094350
-2.327725,-0.954193,-0.379665,0.567062,0.232453,0.092491
-2.304678,-0.944745,-0.375906,0.555889,0.227873,0.090669
-2.281859,-0.935391,-0.372184,0.544936,0.223383,0.088882
-2.259267,-0.926130,-0.368499,0.534198,0.218981,0.087131
-2.236898,-0.916960,-0.364851,0.523673,0.214667,0.085414
-2.193039,-0.898982,-0.357697,1.509618,0.618830,0.246227
-2.139026,-0.876840,-0.348887,0.957606,0.392547,0.156191
-2.096879,-0.859563,-0.342013,0.920240,0.377230,0.150096
-2.055562,-0.842626,-0.335274,0.884333,0.362510,0.144240
-2.015059,-0.826023,-0.328667,0.849827,0.348365,0.138611
-1.975355,-0.809747,-0.322191,0.816667,0.334772,0.133203
-1.936432,-0.793792,-0.315843,0.784801,0.321709,0.128005
-1.898277,-0.778151,-0.309620,0.754178,0.309156,0.123011
-1.851753,-0.759080,-0.302031,1.076317,0.441209,0.175553
-1.797293,-0.736755,-0.293149,1.013940,0.415639,0.165379
-1.744435,-0.715088,-0.284527,0.955177,0.391551,0.155795
-1.684875,-0.690672,-0.274812,1.187812,0.486914,0.193739
-1.619131,-0.663723,-0.264089,1.096925,0.449657,0.178915
-1.555953,-0.637824,-0.253785,1.012992,0.415251,0.165225
-1.487986,-0.609963,-0.242699,1.157687,0.474565,0.188825
-1.408933,-0.577557,-0.229805,1.245082,0.510390,0.203080
-1.327279,-0.544085,-0.216487,1.104947,0.452946,0.180223
-1.241481,-0.508914,-0.202493,1.204608,0.493799,0.196478
-1.141486,-0.467924,-0.186183,1.289193,0.528473,0.210275
-1.030978,-0.422624,-0.168158,1.226024,0.502578,0.199971
-0.900607,-0.369181,-0.146894,1.386389,0.568316,0.226128
-0.734484,-0.301083,-0.119798,1.405856,0.576296,0.229303
-0.454653,-0.186374,-0.074157,1.487742,0.609863,0.242659
0.000000,0.000000,0.000000,1.502772,0.616024,0.245111
0.000000,0.000000,0.000000,0.704372,0.000000,0.000000
0.194275,0.413407,-0.156641,0.682952,1.453283,-0.550654
0.314748,0.669766,-0.253777,0.678966,1.444800,-0.547440
0.386217,0.821848,-0.311401,0.617520,1.314046,-0.497897
0.443512,0.943768,-0.357597,0.636506,1.354448,-0.513205
0.497449,1.058542,-0.401085,0.709274,1.509295,-0.571877
0.544364,1.158376,-0.438913,0.579977,1.234157,-0.467626
0.581772,1.237977,-0.469074,0.537063,1.142840,-0.433026
0.614414,1.307437,-0.495393,0.499366,1.062621,-0.402631
0.643658,1.369666,-0.518971,0.478075,1.017317,-0.385465
0.673154,1.432433,-0.542754,0.556213,1.183588,-0.448466
0.707422,1.505352,-0.570383,0.704814,1.499804,-0.568281
0.738911,1.572359,-0.595772,0.501452,1.067060,-0.404313
0.763848,1.625425,-0.615879,0.495119,1.053585,-0.399207
0.787788,1.676368,-0.635182,0.492829,1.048711,-0.397360
0.807581,1.718485,-0.651140,0.345326,0.734834,-0.278431
0.803623,1.710063,-0.647949,-0.512840,-1.091293,0.413495
0.779988,1.659770,-0.628893,-0.483118,-1.028047,0.389531
0.757049,1.610956,-0.610397,-0.455119,-0.968467,0.366956
0.734784,1.563578,-0.592445,-0.428743,-0.912340,0.345689
0.709696,1.510193,-0.572217,-0.533164,-1.134542,0.429882
0.682004,1.451266,-0.549890,-0.492368,-1.047731,0.396989
0.653203,1.389978,-0.526668,-0.529189,-1.126083,0.426677
0.617447,1.313892,-0.497838,-0.673721,-1.433639,0.543211
0.592125,1.260008,-0.477421,-0.151167,-0.321674,0.121883
0.567570,1.207755,-0.457623,-0.596100,-1.268465,0.480626
0.526368,1.120080,-0.424402,-0.599706,-1.276139,0.483534
0.480261,1.021968,-0.387227,-0.628722,-1.337884,0.506929
0.428410,0.911631,-0.345420,-0.617403,-1.313797,0.497802
0.394807,0.840127,-0.318327,-0.134725,-0.286686,0.108626
0.373294,0.794349,-0.300982,-0.299488,-0.637293,0.241473
0.316119,0.672682,-0.254882,-0.695347,-1.479659,0.560648
0.193806,0.412408,-0.156263,-0.685743,-1.459222,0.552904
0.000000,0.000000,0.000000,-0.686437,-1.460697,0.553463
0.000000,0.000000,0.000000,1.467406,0.000000,0.000000
0.500716,0.004720,0.144944,1.496228,0.014104,0.433119
0.817955,0.007710,0.236777,1.498607,0.014126,0.433808
1.001415,0.009439,0.289883,1.302563,0.012278,0.377058
1.145051,0.010793,0.331463,1.341647,0.012646,0.388372
1.269865,0.011970,0.367593,1.245362,0.011739,0.360500
1.381650,0.013024,0.399952,1.311195,0.012359,0.379557
1.480803,0.013958,0.428654,1.130649,0.010658,0.327294
1.579996,0.014893,0.457368,1.501088,0.014149,0.434526
1.676700,0.015805,0.485361,1.208427,0.011391,0.349808
1.753287,0.016527,0.507531,1.057390,0.009967,0.306087
1.833782,0.017285,0.530832,1.445457,0.013625,0.418422
1.907863,0.017984,0.552277,0.939258,0.008854,0.271891
1.965673,0.018529,0.569011,0.997041,0.009398,0.288617
2.025235,0.019090,0.586253,1.058379,0.009976,0.306373
2.076117,0.019570,0.600982,0.741609,0.006990,0.214676
2.117847,0.019963,0.613062,0.771721,0.007274,0.223393
2.160416,0.020364,0.625384,0.803056,0.007570,0.232464
2.203841,0.020774,0.637954,0.835663,0.007877,0.241903
2.248138,0.021191,0.650777,0.869594,0.008197,0.251725
2.293325,0.021617,0.663858,0.904903,0.008530,0.261946
2.339421,0.022052,0.677201,0.941646,0.008876,0.272582
2.398494,0.022608,0.694302,1.484458,0.013993,0.429712
2.422240,0.022832,0.701175,-0.504799,-0.004758,-0.146126
2.386444,0.022495,0.690813,-0.979881,-0.009236,-0.283650
2.339421,0.022052,0.677201,-0.941646,-0.008876,-0.272582
2.293325,0.021617,0.663858,-0.904903,-0.008530,-0.261946
2.248138,0.021191,0.650777,-0.869594,-0.008197,-0.251725
2.203841,0.020774,0.637954,-0.835663,-0.007877,-0.241903
2.160416,0.020364,0.625384,-0.803056,-0.007570,-0.232464
2.117847,0.019963,0.613062,-0.771721,-0.007274,-0.223393
2.076117,0.019570,0.600982,-0.741609,-0.006990,-0.214676
2.025235,0.019090,0.586253,-1.058379,-0.009976,-0.306373
1.965673,0.018529,0.569011,-0.997041,-0.009398,-0.288617
1.907863,0.017984,0.552277,-0.939258,-0.008854,-0.271891
1.833782,0.017285,0.530832,-1.445457,-0.013625,-0.418422
1.753287,0.016527,0.507531,-1.057390,-0.009967,-0.306087
1.676700,0.015805,0.485361,-1.208427,-0.011391,-0.349808
1.595322,0.015038,0.461804,-1.093973,-0.010312,-0.316677
1.510567,0.014239,0.437270,-1.176558,-0.011090,-0.340583
1.416188,0.013349,0.409949,-1.205968,-0.011368,-0.349096
1.302156,0.012274,0.376940,-1.454092,-0.013706,-0.420922
1.162352,0.010956,0.336471,-1.502784,-0.014165,-0.435017
1.000319,0.009429,0.289566,-1.492983,-0.014073,-0.432180
0.811973,0.007654,0.235045,-1.401477,-0.013210,-0.405691
0.501777,0.004730,0.145251,-1.498191,-0.014122,-0.433687
0.000000,0.000000,0.000000,-1.484326,-0.013991,-0.429674
0.000000,0.000000,0.000000,-1.507483,0.000000,0.000000
-0.464902,-0.190574,-0.038266,-1.486110,-0.609192,-0.122323
-0.750051,-0.307464,-0.061737,-1.395788,-0.572167,-0.114888
-0.919643,-0.376984,-0.075696,-1.390269,-0.569904,-0.114434
-1.056338,-0.433018,-0.086948,-1.293465,-0.530222,-0.106466
-1.168949,-0.479180,-0.096217,-1.210352,-0.496152,-0.099625
-1.267028,-0.519385,-0.104290,-1.184556,-0.485578,-0.097501
-1.367970,-0.560764,-0.112598,-1.495602,-0.613083,-0.123104
-1.458667,-0.597942,-0.120064,-1.064176,-0.436231,-0.087593
-1.533073,-0.628443,-0.126188,-1.175513,-0.481871,-0.096757
-1.603100,-0.657149,-0.131952,-1.028589,-0.421643,-0.084664
-1.668193,-0.683832,-0.137310,-1.113815,-0.456579,-0.091679
-1.727163,-0.708006,-0.142164,-0.895672,-0.367157,-0.073723
-1.779498,-0.729459,-0.146471,-0.950774,-0.389745,-0.078259
-1.833419,-0.751562,-0.150910,-1.009265,-0.413722,-0.083073
-1.888973,-0.774335,-0.155482,-1.071356,-0.439174,-0.088184
-1.936432,-0.793790,-0.159389,-0.750701,-0.307730,-0.061791
-1.975355,-0.809745,-0.162593,-0.781183,-0.320226,-0.064300
-2.015059,-0.826021,-0.165861,-0.812902,-0.333228,-0.066910
-2.055562,-0.842624,-0.169194,-0.845909,-0.346758,-0.069627
-2.096879,-0.859561,-0.172595,-0.880256,-0.360838,-0.072454
-2.139026,-0.876838,-0.176064,-0.915998,-0.375490,-0.075396
-2.182020,-0.894462,-0.179603,-0.953191,-0.390736,-0.078458
-2.214750,-0.907879,-0.182297,-0.491049,-0.201293,-0.040419
-2.236898,-0.916958,-0.184120,-0.500919,-0.205339,-0.041231
-2.259267,-0.926128,-0.185962,-0.510988,-0.209466,-0.042060
-2.281859,-0.935389,-0.187821,-0.521259,-0.213676,-0.042905
-2.304678,-0.944743,-0.189699,-0.531736,-0.217971,-0.043767
-2.327725,-0.954190,-0.191596,-0.542424,-0.222353,-0.044647
-2.351002,-0.963732,-0.193512,-0.553327,-0.226822,-0.045545
-2.374512,-0.973369,-0.195447,-0.564448,-0.231381,-0.046460
-2.398257,-0.983103,-0.197402,-0.575794,-0.236032,-0.047394
-2.422240,-0.992934,-0.199376,-0.587367,-0.240776,-0.048347
-2.458755,-1.007903,-0.202382,-1.210300,-0.496131,-0.099620
-2.470927,-1.012892,-0.203383,0.611217,0.250552,0.050310
-2.446462,-1.002863,-0.201370,0.599173,0.245616,0.049318
-2.422240,-0.992934,-0.199376,0.587367,0.240776,0.048347
-2.398257,-0.983103,-0.197402,0.575794,0.236032,0.047394
-2.374512,-0.973369,-0.195447,0.564448,0.231381,0.046460
-2.351002,-0.963732,-0.193512,0.553327,0.226822,0.045545
-2.327725,-0.954190,-0.191596,0.542424,0.222353,0.044647
-2.304678,-0.944743,-0.189699,0.531736,0.217971,0.043767
-2.281859,-0.935389,-0.187821,0.521259,0.213676,0.042905
-2.237119,-0.917049,-0.184139,1.502659,0.615976,0.123685
-2.182020,-0.894462,-0.179603,0.953191,0.390736,0.078458
-2.139026,-0.876838,-0.176064,0.915998,0.375490,0.075396
-2.096879,-0.859561,-0.172595,0.880256,0.360838,0.072454
-2.055562,-0.842624,-0.169194,0.845909,0.346758,0.069627
-2.015059,-0.826021,-0.165861,0.812902,0.333228,0.066910
-1.975355,-0.809745,-0.162593,0.781183,0.320226,0.064300
-1.936432,-0.793790,-0.159389,0.750701,0.307730,0.061791
-1.888973,-0.774335,-0.155482,1.071356,0.439174,0.088184
-1.833419,-0.751562,-0.150910,1.009265,0.413722,0.083073
-1.779498,-0.729459,-0.146471,0.950774,0.389745,0.078259
-1.727163,-0.708006,-0.142164,0.895672,0.367157,0.073723
-1.668193,-0.683832,-0.137310,1.113815,0.456579,0.091679
-1.603100,-0.657149,-0.131952,1.028589,0.421643,0.084664
-1.533073,-0.628443,-0.126188,1.175513,0.481871,0.096757
-1.451625,-0.595056,-0.119484,1.264253,0.518248,0.104061
-1.367496,-0.560570,-0.112559,1.121961,0.459919,0.092349
-1.275512,-0.522863,-0.104988,1.311383,0.537567,0.107941
-1.171653,-0.480289,-0.096439,1.239580,0.508134,0.102031
-1.061106,-0.434973,-0.087340,1.231848,0.504964,0.101394
-0.928563,-0.380640,-0.076431,1.386348,0.568297,0.114111
-0.754451,-0.309267,-0.062099,1.483325,0.608050,0.122093
-0.463068,-0.189823,-0.038115,1.481277,0.607211,0.121925
0.000000,0.000000,0.000000,1.479111,0.606323,0.121747
0.000000,0.000000,0.000000,0.704251,0.000000,0.000000
0.194242,0.413403,-0.156656,0.682842,1.453279,-0.550712
0.314696,0.669761,-0.253802,0.678863,1.444811,-0.547503
0.386153,0.821842,-0.311432,0.617422,1.314048,-0.497951
0.443438,0.943762,-0.357633,0.636403,1.354445,-0.513259
0.497367,1.058537,-0.401126,0.709191,1.509359,-0.571963
0.544277,1.158374,-0.438959,0.579913,1.234218,-0.467699
0.581679,1.237977,-0.469124,0.536985,1.142856,-0.433079
0.614316,1.307437,-0.495446,0.499293,1.062637,-0.402680
0.643554,1.369663,-0.519026,0.477964,1.017241,-0.385477
0.673045,1.432430,-0.542811,0.556174,1.183696,-0.448555
0.707307,1.505350,-0.570443,0.704658,1.499712,-0.568307
0.738790,1.572353,-0.595834,0.501374,1.067066,-0.404358
0.763725,1.625422,-0.615944,0.495105,1.053724,-0.399302
0.787662,1.676368,-0.635250,0.492757,1.048726,-0.397409
0.807452,1.718485,-0.651210,0.345276,0.734845,-0.278465
0.803494,1.710063,-0.648018,-0.512765,-1.091309,0.413545
0.779864,1.659770,-0.628960,-0.483048,-1.028062,0.389578
0.756928,1.610956,-0.610462,-0.455053,-0.968481,0.367000
0.734667,1.563578,-0.592509,-0.428681,-0.912353,0.345731
0.709583,1.510193,-0.572279,-0.533087,-1.134559,0.429934
0.681895,1.451266,-0.549949,-0.492297,-1.047746,0.397037
0.653097,1.389975,-0.526723,-0.529165,-1.126213,0.426772
0.617346,1.313886,-0.497889,-0.673614,-1.433641,0.543270
0.592029,1.260005,-0.477471,-0.151100,-0.321584,0.121862
0.567479,1.207755,-0.457672,-0.596013,-1.268484,0.480684
0.526283,1.120079,-0.424447,-0.599635,-1.276192,0.483605
0.480183,1.021965,-0.387268,-0.628638,-1.337918,0.506996
0.428339,0.911626,-0.345455,-0.617320,-1.313831,0.497868
0.394741,0.840121,-0.318359,-0.134711,-0.286704,0.108645
0.373232,0.794344,-0.301012,-0.299420,-0.637251,0.241483
0.316066,0.672678,-0.254907,-0.695251,-1.479690,0.560720
0.193773,0.412404,-0.156278,-0.685632,-1.459218,0.552962
0.000000,0.000000,0.000000,-0.686319,-1.460680,0.553516
0.000000,0.000000,0.000000,1.495861,0.000000,0.000000
0.477807,-0.072697,0.117741,1.486277,-0.226132,0.366249
0.772518,-0.117536,0.190364,1.407958,-0.214216,0.346949
0.950706,-0.144647,0.234273,1.448789,-0.220429,0.357011
1.095065,-0.166611,0.269846,1.319454,-0.200751,0.325140
1.223169,-0.186101,0.301414,1.495470,-0.227531,0.368514
1.334113,-0.202981,0.328753,1.176321,-0.178974,0.289869
1.423022,-0.216508,0.350662,1.147634,-0.174609,0.282800
1.502866,-0.228656,0.370337,1.067080,-0.162353,0.262950
1.579527,-0.240320,0.389227,1.178720,-0.179338,0.290460
1.651676,-0.251297,0.407006,1.031395,-0.156924,0.254157
1.718741,-0.261501,0.423533,1.116853,-0.169926,0.275215
1.779498,-0.270745,0.438504,0.898115,-0.136645,0.221314
1.833419,-0.278949,0.451792,0.953367,-0.145052,0.234929
1.888973,-0.287401,0.465481,1.012019,-0.153975,0.249382
1.946211,-0.296110,0.479586,1.074278,-0.163448,0.264724
2.005183,-0.305082,0.494118,1.140368,-0.173503,0.281010
2.015059,-0.306585,0.496551,-0.767880,0.116830,-0.189221
1.975355,-0.300544,0.486767,-0.737917,0.112272,-0.181838
1.926941,-0.293178,0.474837,-1.053111,0.160227,-0.259508
1.870270,-0.284556,0.460873,-0.992078,0.150942,-0.244468
1.815266,-0.276187,0.447318,-0.934582,0.142194,-0.230300
1.753287,-0.266757,0.432046,-1.162202,0.176825,-0.286390
1.684875,-0.256348,0.415187,-1.073274,0.163295,-0.264477
1.611275,-0.245150,0.397051,-1.226580,0.186620,-0.302254
1.533073,-0.233252,0.377780,-1.110407,0.168945,-0.273627
1.451625,-0.220860,0.357710,-1.194233,0.181699,-0.294283
1.360929,-0.207061,0.335360,-1.224085,0.186241,-0.301639
1.263305,-0.192208,0.311304,-1.204675,0.183288,-0.296856
1.152586,-0.175362,0.284021,-1.321183,0.201014,-0.325566
1.080954,-0.164464,0.266369,-0.229294,0.034886,-0.056503
0.995855,-0.151516,0.245399,-1.391885,0.211771,-0.342989
0.833512,-0.126816,0.205394,-1.384868,0.210703,-0.341260
0.748560,-0.113891,0.184460,0.049115,-0.007473,0.012103
0.688518,-0.050224,0.284286,-0.892536,0.902359,1.391300
0.682448,0.015252,0.418474,0.860853,0.019240,0.527871
0.815335,0.018222,0.499959,1.349527,0.030161,0.827523
0.952317,0.021284,0.583956,1.290698,0.028846,0.791449
1.068987,0.023891,0.655497,1.300817,0.029073,0.797654
1.174656,0.026253,0.720293,1.310392,0.029287,0.803525
1.269363,0.028370,0.778366,1.239436,0.027701,0.760016
1.353957,0.030260,0.830239,1.209210,0.027025,0.741481
1.429925,0.031958,0.876822,1.124334,0.025128,0.689435
1.495241,0.033418,0.916873,0.983807,0.021988,0.603265
1.555953,0.034775,0.954102,1.065322,0.023809,0.653249
1.619131,0.036187,0.992843,1.153591,0.025782,0.707376
1.676368,0.037466,1.027940,0.927658,0.020733,0.568835
1.727163,0.038601,1.059087,0.984727,0.022008,0.603829
1.779498,0.039771,1.091179,1.045308,0.023362,0.640977
1.815086,0.040566,1.113001,0.362608,0.008104,0.222349
1.797293,0.040169,1.102090,-1.066318,-0.023832,-0.653861
1.744435,0.038987,1.069678,-1.004520,-0.022450,-0.615966
1.693131,0.037841,1.038219,-0.946304,-0.021149,-0.580268
1.643337,0.036728,1.007685,-0.891461,-0.019924,-0.546639
1.587228,0.035474,0.973280,-1.108578,-0.024776,-0.679774
1.525295,0.034090,0.935303,-1.023753,-0.022880,-0.627760
1.459210,0.032613,0.894780,-1.152916,-0.025767,-0.706962
1.387605,0.031012,0.850872,-1.100414,-0.024594,-0.674768
1.313328,0.029352,0.805326,-1.114973,-0.024919,-0.683696
1.228759,0.027462,0.753468,-1.253090,-0.028006,-0.768388
1.124227,0.025126,0.689370,-1.447865,-0.032359,-0.887823
1.006566,0.022496,0.617221,-1.315712,-0.029405,-0.806788
0.877612,0.019614,0.538147,-1.344050,-0.030039,-0.824164
0.717434,0.016034,0.439926,-1.413781,-0.031597,-0.866923
0.441760,0.009873,0.270885,-1.491685,-0.033338,-0.914693
0.000000,0.000000,0.000000,-1.456685,-0.032556,-0.893232
0.000000,0.000000,0.000000,-1.470449,0.000000,0.000000
-0.467160,-0.132251,-0.098097,-1.503456,-0.425621,-0.315705
-0.755370,-0.213841,-0.158617,-1.373673,-0.388880,-0.288452
-0.919940,-0.260430,-0.193174,-1.313445,-0.371830,-0.275805
-1.056090,-0.298974,-0.221764,-1.346121,-0.381080,-0.282666
-1.172699,-0.331985,-0.246250,-1.225061,-0.346809,-0.257246
-1.282564,-0.363087,-0.269320,-1.465354,-0.414834,-0.307704
